0,1,2,3,4,5
113.36731818515717,113.36731818515717,113.36731818515717,113.36731818515717,113.36731818515717,113.36731818515717
114.50560431691108,114.50560431691108,114.50560431691108,114.50560431691108,114.50560431691108,114.50560431691108
114.89769996189608,114.89769996189608,114.89769996189608,114.89769996189608,114.89769996189608,114.89769996189608
116.73040839626997,116.73040839626997,116.73040839626997,116.73040839626997,116.73040839626997,116.73040839626997
118.57359794574381,118.57359794574381,118.57359794574381,118.57359794574381,118.57359794574381,118.57359794574381
123.82074899781107,123.82074899781107,123.82074899781107,123.82074899781107,123.82074899781107,123.82074899781107
129.3553015974644,129.3553015974644,129.3553015974644,129.3553015974644,129.3553015974644,129.3553015974644
123.11512732870835,123.11512732870835,123.11512732870835,123.11512732870835,123.11512732870835,123.11512732870835
124.89786516436338,124.89786516436338,124.89786516436338,124.89786516436338,124.89786516436338,124.89786516436338
117.85546368844093,117.85546368844093,117.85546368844093,117.85546368844093,117.85546368844093,117.85546368844093
120.28438735244774,120.28438735244774,120.28438735244774,120.28438735244774,120.28438735244774,120.28438735244774
122.23263410752382,122.23263410752382,122.23263410752382,122.23263410752382,122.23263410752382,122.23263410752382
113.78149704028846,113.78149704028846,113.78149704028846,113.78149704028846,113.78149704028846,113.78149704028846
112.7174991054826,112.7174991054826,112.7174991054826,112.7174991054826,112.7174991054826,112.7174991054826
109.5255905990524,109.5255905990524,109.5255905990524,109.5255905990524,109.5255905990524,109.5255905990524
110.03028504521733,110.03028504521733,110.03028504521733,110.03028504521733,110.03028504521733,110.03028504521733
112.39194996290009,112.39194996290009,112.39194996290009,112.39194996290009,112.39194996290009,112.39194996290009
112.04951894551867,112.04951894551867,112.04951894551867,112.04951894551867,112.04951894551867,112.04951894551867
114.54026413035291,114.54026413035291,114.54026413035291,114.54026413035291,114.54026413035291,114.54026413035291
115.66611115298367,115.66611115298367,115.66611115298367,115.66611115298367,115.66611115298367,115.66611115298367
113.89413654687581,113.89413654687581,113.89413654687581,113.89413654687581,113.89413654687581,113.89413654687581
115.44218109769771,115.44218109769771,115.44218109769771,115.44218109769771,115.44218109769771,115.44218109769771
114.52511319557581,114.52511319557581,114.52511319557581,114.52511319557581,114.52511319557581,114.52511319557581
116.2147429558722,116.2147429558722,116.2147429558722,116.2147429558722,116.2147429558722,116.2147429558722
111.53848183376603,111.53848183376603,111.53848183376603,111.53848183376603,111.53848183376603,111.53848183376603
114.09429422200317,114.09429422200317,114.09429422200317,114.09429422200317,114.09429422200317,114.09429422200317
114.6466350422413,114.6466350422413,114.6466350422413,114.6466350422413,114.6466350422413,114.6466350422413
114.19340988121868,114.19340988121868,114.19340988121868,114.19340988121868,114.19340988121868,114.19340988121868
115.77036251079595,115.77036251079595,115.77036251079595,115.77036251079595,115.77036251079595,115.77036251079595
118.24486035112302,118.24486035112302,118.24486035112302,118.24486035112302,118.24486035112302,118.24486035112302
128.65554712815035,128.65554712815035,128.65554712815035,128.65554712815035,128.65554712815035,128.65554712815035
129.01381276238118,129.01381276238118,129.01381276238118,129.01381276238118,129.01381276238118,129.01381276238118
121.95655357150422,121.95655357150422,121.95655357150422,121.95655357150422,121.95655357150422,121.95655357150422
125.42363268813206,125.42363268813206,125.42363268813206,125.42363268813206,125.42363268813206,125.42363268813206
119.12351657640643,119.12351657640643,119.12351657640643,119.12351657640643,119.12351657640643,119.12351657640643
123.91236678305685,123.91236678305685,123.91236678305685,123.91236678305685,123.91236678305685,123.91236678305685
121.35530500531836,121.35530500531836,121.35530500531836,121.35530500531836,121.35530500531836,121.35530500531836
114.45681579563465,114.45681579563465,114.45681579563465,114.45681579563465,114.45681579563465,114.45681579563465
111.76694022870166,111.76694022870166,111.76694022870166,111.76694022870166,111.76694022870166,111.76694022870166
109.86350385786558,109.86350385786558,109.86350385786558,109.86350385786558,109.86350385786558,109.86350385786558
108.26128091576527,108.26128091576527,108.26128091576527,108.26128091576527,108.26128091576527,108.26128091576527
