0,1,2,3,4,5
140.93033922385342,140.93033922385342,140.93033922385342,140.93033922385342,140.93033922385342,140.93033922385342
139.77356027155224,139.77356027155224,139.77356027155224,139.77356027155224,139.77356027155224,139.77356027155224
148.15978484578358,148.15978484578358,148.15978484578358,148.15978484578358,148.15978484578358,148.15978484578358
142.3107202210075,142.3107202210075,142.3107202210075,142.3107202210075,142.3107202210075,142.3107202210075
130.98366946232912,130.98366946232912,130.98366946232912,130.98366946232912,130.98366946232912,130.98366946232912
135.17502855073883,135.17502855073883,135.17502855073883,135.17502855073883,135.17502855073883,135.17502855073883
136.85175058744494,136.85175058744494,136.85175058744494,136.85175058744494,136.85175058744494,136.85175058744494
140.67229684719635,140.67229684719635,140.67229684719635,140.67229684719635,140.67229684719635,140.67229684719635
139.9283974766583,139.9283974766583,139.9283974766583,139.9283974766583,139.9283974766583,139.9283974766583
139.08237628433133,139.08237628433133,139.08237628433133,139.08237628433133,139.08237628433133,139.08237628433133
124.75476940304675,124.75476940304675,124.75476940304675,124.75476940304675,124.75476940304675,124.75476940304675
141.9560291153689,141.9560291153689,141.9560291153689,141.9560291153689,141.9560291153689,141.9560291153689
129.03787350939945,129.03787350939945,129.03787350939945,129.03787350939945,129.03787350939945,129.03787350939945
133.3380015066347,133.3380015066347,133.3380015066347,133.3380015066347,133.3380015066347,133.3380015066347
138.35022898138274,138.35022898138274,138.35022898138274,138.35022898138274,138.35022898138274,138.35022898138274
139.0953765694819,139.0953765694819,139.0953765694819,139.0953765694819,139.0953765694819,139.0953765694819
140.21553842449438,140.21553842449438,140.21553842449438,140.21553842449438,140.21553842449438,140.21553842449438
139.16896855513795,139.16896855513795,139.16896855513795,139.16896855513795,139.16896855513795,139.16896855513795
125.59163752067946,125.59163752067946,125.59163752067946,125.59163752067946,125.59163752067946,125.59163752067946
138.87452975613596,138.87452975613596,138.87452975613596,138.87452975613596,138.87452975613596,138.87452975613596
129.394390106863,129.394390106863,129.394390106863,129.394390106863,129.394390106863,129.394390106863
137.24414979504022,137.24414979504022,137.24414979504022,137.24414979504022,137.24414979504022,137.24414979504022
138.40671431117212,138.40671431117212,138.40671431117212,138.40671431117212,138.40671431117212,138.40671431117212
137.50949751254853,137.50949751254853,137.50949751254853,137.50949751254853,137.50949751254853,137.50949751254853
136.52630823979655,136.52630823979655,136.52630823979655,136.52630823979655,136.52630823979655,136.52630823979655
146.3455608132358,146.3455608132358,146.3455608132358,146.3455608132358,146.3455608132358,146.3455608132358
125.75228344637426,125.75228344637426,125.75228344637426,125.75228344637426,125.75228344637426,125.75228344637426
134.53577719649505,134.53577719649505,134.53577719649505,134.53577719649505,134.53577719649505,134.53577719649505
127.41525988653552,127.41525988653552,127.41525988653552,127.41525988653552,127.41525988653552,127.41525988653552
137.67510114558638,137.67510114558638,137.67510114558638,137.67510114558638,137.67510114558638,137.67510114558638
137.55709178057242,137.55709178057242,137.55709178057242,137.55709178057242,137.55709178057242,137.55709178057242
132.3540825958461,132.3540825958461,132.3540825958461,132.3540825958461,132.3540825958461,132.3540825958461
142.13525782414555,142.13525782414555,142.13525782414555,142.13525782414555,142.13525782414555,142.13525782414555
147.78361638783963,147.78361638783963,147.78361638783963,147.78361638783963,147.78361638783963,147.78361638783963
138.19522299158893,138.19522299158893,138.19522299158893,138.19522299158893,138.19522299158893,138.19522299158893
130.01942134442743,130.01942134442743,130.01942134442743,130.01942134442743,130.01942134442743,130.01942134442743
130.18897709957423,130.18897709957423,130.18897709957423,130.18897709957423,130.18897709957423,130.18897709957423
138.1613565692347,138.1613565692347,138.1613565692347,138.1613565692347,138.1613565692347,138.1613565692347
139.6477747824208,139.6477747824208,139.6477747824208,139.6477747824208,139.6477747824208,139.6477747824208
141.90411709431888,141.90411709431888,141.90411709431888,141.90411709431888,141.90411709431888,141.90411709431888
131.86234879006454,131.86234879006454,131.86234879006454,131.86234879006454,131.86234879006454,131.86234879006454
143.61094764067184,143.61094764067184,143.61094764067184,143.61094764067184,143.61094764067184,143.61094764067184
132.62327579132779,132.62327579132779,132.62327579132779,132.62327579132779,132.62327579132779,132.62327579132779
131.3234765652274,131.3234765652274,131.3234765652274,131.3234765652274,131.3234765652274,131.3234765652274
138.08838050011644,138.08838050011644,138.08838050011644,138.08838050011644,138.08838050011644,138.08838050011644
