0,1,2,3,4,5
109.22189845530465,109.22189845530465,109.22189845530465,109.22189845530465,109.22189845530465,109.22189845530465
112.70100326248215,112.70100326248215,112.70100326248215,112.70100326248215,112.70100326248215,112.70100326248215
113.99075013563613,113.99075013563613,113.99075013563613,113.99075013563613,113.99075013563613,113.99075013563613
114.37223145105399,114.37223145105399,114.37223145105399,114.37223145105399,114.37223145105399,114.37223145105399
115.7050757058068,115.7050757058068,115.7050757058068,115.7050757058068,115.7050757058068,115.7050757058068
115.49099725397535,115.49099725397535,115.49099725397535,115.49099725397535,115.49099725397535,115.49099725397535
115.7732627515756,115.7732627515756,115.7732627515756,115.7732627515756,115.7732627515756,115.7732627515756
115.75450925579833,115.75450925579833,115.75450925579833,115.75450925579833,115.75450925579833,115.75450925579833
115.90662118943813,115.90662118943813,115.90662118943813,115.90662118943813,115.90662118943813,115.90662118943813
115.0077855707469,115.0077855707469,115.0077855707469,115.0077855707469,115.0077855707469,115.0077855707469
109.21796437608957,109.21796437608957,109.21796437608957,109.21796437608957,109.21796437608957,109.21796437608957
113.76397005865107,113.76397005865107,113.76397005865107,113.76397005865107,113.76397005865107,113.76397005865107
113.30522815701654,113.30522815701654,113.30522815701654,113.30522815701654,113.30522815701654,113.30522815701654
116.91900956704657,116.91900956704657,116.91900956704657,116.91900956704657,116.91900956704657,116.91900956704657
117.049312199353,117.049312199353,117.049312199353,117.049312199353,117.049312199353,117.049312199353
116.92029258998255,116.92029258998255,116.92029258998255,116.92029258998255,116.92029258998255,116.92029258998255
113.65058938699518,113.65058938699518,113.65058938699518,113.65058938699518,113.65058938699518,113.65058938699518
117.20895225822584,117.20895225822584,117.20895225822584,117.20895225822584,117.20895225822584,117.20895225822584
114.47275306766937,114.47275306766937,114.47275306766937,114.47275306766937,114.47275306766937,114.47275306766937
114.09129502683771,114.09129502683771,114.09129502683771,114.09129502683771,114.09129502683771,114.09129502683771
110.37982734976944,110.37982734976944,110.37982734976944,110.37982734976944,110.37982734976944,110.37982734976944
113.56761724912808,113.56761724912808,113.56761724912808,113.56761724912808,113.56761724912808,113.56761724912808
113.01792178852841,113.01792178852841,113.01792178852841,113.01792178852841,113.01792178852841,113.01792178852841
116.80195171865843,116.80195171865843,116.80195171865843,116.80195171865843,116.80195171865843,116.80195171865843
117.02650923025267,117.02650923025267,117.02650923025267,117.02650923025267,117.02650923025267,117.02650923025267
117.26168923633648,117.26168923633648,117.26168923633648,117.26168923633648,117.26168923633648,117.26168923633648
112.95751707454588,112.95751707454588,112.95751707454588,112.95751707454588,112.95751707454588,112.95751707454588
115.20554415999864,115.20554415999864,115.20554415999864,115.20554415999864,115.20554415999864,115.20554415999864
114.46284216696925,114.46284216696925,114.46284216696925,114.46284216696925,114.46284216696925,114.46284216696925
113.0589149820939,113.0589149820939,113.0589149820939,113.0589149820939,113.0589149820939,113.0589149820939
109.63650241399168,109.63650241399168,109.63650241399168,109.63650241399168,109.63650241399168,109.63650241399168
112.89980088309476,112.89980088309476,112.89980088309476,112.89980088309476,112.89980088309476,112.89980088309476
112.94614345885822,112.94614345885822,112.94614345885822,112.94614345885822,112.94614345885822,112.94614345885822
115.32272152643765,115.32272152643765,115.32272152643765,115.32272152643765,115.32272152643765,115.32272152643765
115.50894818945501,115.50894818945501,115.50894818945501,115.50894818945501,115.50894818945501,115.50894818945501
115.59093528587043,115.59093528587043,115.59093528587043,115.59093528587043,115.59093528587043,115.59093528587043
113.67612478912106,113.67612478912106,113.67612478912106,113.67612478912106,113.67612478912106,113.67612478912106
116.41387960659193,116.41387960659193,116.41387960659193,116.41387960659193,116.41387960659193,116.41387960659193
113.77271899795103,113.77271899795103,113.77271899795103,113.77271899795103,113.77271899795103,113.77271899795103
111.56451876547904,111.56451876547904,111.56451876547904,111.56451876547904,111.56451876547904,111.56451876547904
111.08264000288115,111.08264000288115,111.08264000288115,111.08264000288115,111.08264000288115,111.08264000288115
112.79849115411449,112.79849115411449,112.79849115411449,112.79849115411449,112.79849115411449,112.79849115411449
114.03418320060652,114.03418320060652,114.03418320060652,114.03418320060652,114.03418320060652,114.03418320060652
115.10134902640004,115.10134902640004,115.10134902640004,115.10134902640004,115.10134902640004,115.10134902640004
114.28901032299225,114.28901032299225,114.28901032299225,114.28901032299225,114.28901032299225,114.28901032299225
116.18508153708059,116.18508153708059,116.18508153708059,116.18508153708059,116.18508153708059,116.18508153708059
112.85860786843959,112.85860786843959,112.85860786843959,112.85860786843959,112.85860786843959,112.85860786843959
116.06198594253155,116.06198594253155,116.06198594253155,116.06198594253155,116.06198594253155,116.06198594253155
109.8597285184005,109.8597285184005,109.8597285184005,109.8597285184005,109.8597285184005,109.8597285184005
112.75978236218224,112.75978236218224,112.75978236218224,112.75978236218224,112.75978236218224,112.75978236218224
113.1480865626254,113.1480865626254,113.1480865626254,113.1480865626254,113.1480865626254,113.1480865626254
113.96488219678479,113.96488219678479,113.96488219678479,113.96488219678479,113.96488219678479,113.96488219678479
115.28676797857416,115.28676797857416,115.28676797857416,115.28676797857416,115.28676797857416,115.28676797857416
115.2284853217518,115.2284853217518,115.2284853217518,115.2284853217518,115.2284853217518,115.2284853217518
115.30035552477054,115.30035552477054,115.30035552477054,115.30035552477054,115.30035552477054,115.30035552477054
114.25113199063226,114.25113199063226,114.25113199063226,114.25113199063226,114.25113199063226,114.25113199063226
116.64621352138205,116.64621352138205,116.64621352138205,116.64621352138205,116.64621352138205,116.64621352138205
