0,1,2,3,4,5
96.71198156852935,96.71198156852935,96.71198156852935,96.71198156852935,96.71198156852935,96.71198156852935
96.04629815185262,96.04629815185262,96.04629815185262,96.04629815185262,96.04629815185262,96.04629815185262
94.99796937807757,94.99796937807757,94.99796937807757,94.99796937807757,94.99796937807757,94.99796937807757
92.43424046200111,92.43424046200111,92.43424046200111,92.43424046200111,92.43424046200111,92.43424046200111
92.73209545779432,92.73209545779432,92.73209545779432,92.73209545779432,92.73209545779432,92.73209545779432
99.30328299689587,99.30328299689587,99.30328299689587,99.30328299689587,99.30328299689587,99.30328299689587
101.73466172972931,101.73466172972931,101.73466172972931,101.73466172972931,101.73466172972931,101.73466172972931
247.21005653846572,247.21005653846572,247.21005653846572,247.21005653846572,247.21005653846572,247.21005653846572
235.65548297321305,235.65548297321305,235.65548297321305,235.65548297321305,235.65548297321305,235.65548297321305
260.6378084171792,260.6378084171792,260.6378084171792,260.6378084171792,260.6378084171792,260.6378084171792
267.9321363931095,267.9321363931095,267.9321363931095,267.9321363931095,267.9321363931095,267.9321363931095
265.2773656986125,265.2773656986125,265.2773656986125,265.2773656986125,265.2773656986125,265.2773656986125
258.785654090441,258.785654090441,258.785654090441,258.785654090441,258.785654090441,258.785654090441
265.21616354948077,265.21616354948077,265.21616354948077,265.21616354948077,265.21616354948077,265.21616354948077
96.35702578363657,96.35702578363657,96.35702578363657,96.35702578363657,96.35702578363657,96.35702578363657
96.75990407933259,96.75990407933259,96.75990407933259,96.75990407933259,96.75990407933259,96.75990407933259
95.91495825578217,95.91495825578217,95.91495825578217,95.91495825578217,95.91495825578217,95.91495825578217
94.86501873759615,94.86501873759615,94.86501873759615,94.86501873759615,94.86501873759615,94.86501873759615
88.78523469803916,88.78523469803916,88.78523469803916,88.78523469803916,88.78523469803916,88.78523469803916
92.0186247259897,92.0186247259897,92.0186247259897,92.0186247259897,92.0186247259897,92.0186247259897
103.85487078474524,103.85487078474524,103.85487078474524,103.85487078474524,103.85487078474524,103.85487078474524
259.44991195822377,259.44991195822377,259.44991195822377,259.44991195822377,259.44991195822377,259.44991195822377
251.33087498432073,251.33087498432073,251.33087498432073,251.33087498432073,251.33087498432073,251.33087498432073
246.24778892305483,246.24778892305483,246.24778892305483,246.24778892305483,246.24778892305483,246.24778892305483
254.31730580429644,254.31730580429644,254.31730580429644,254.31730580429644,254.31730580429644,254.31730580429644
274.0642237552414,274.0642237552414,274.0642237552414,274.0642237552414,274.0642237552414,274.0642237552414
256.9961081142343,256.9961081142343,256.9961081142343,256.9961081142343,256.9961081142343,256.9961081142343
259.8083856995426,259.8083856995426,259.8083856995426,259.8083856995426,259.8083856995426,259.8083856995426
270.4494532848548,270.4494532848548,270.4494532848548,270.4494532848548,270.4494532848548,270.4494532848548
